key,real,imag
1472_1728,-0.019055,-0.102555
1472_1792,-0.019075,-0.102609
1472_1856,-0.019090,-0.102611
1472_1920,-0.019103,-0.102724
1472_1984,-0.019101,-0.102746
1472_2048,-0.019109,-0.102737
1536_64,-0.000008,0.000009
1536_128,-0.000006,-0.000021
1536_192,-0.000022,-0.000113
1536_256,-0.000036,-0.000087
1536_320,-0.000060,-0.000071
1536_384,-0.000098,0.000341
1536_448,-0.000101,0.000414
1536_512,-0.000126,0.001192
1536_576,-0.000143,0.001052
1536_640,-0.000138,0.001062
1536_704,-0.000267,0.000082
1536_768,-0.000269,0.000133
1536_832,-0.000498,0.000407
1536_896,-0.001822,-0.006442
1536_960,-0.003834,-0.018112
1536_1024,-0.009557,-0.053798
1536_1088,-0.015493,-0.089121
1536_1152,-0.017147,-0.097283
1536_1216,-0.018774,-0.103998
1536_1280,-0.018666,-0.101664
1536_1344,-0.018980,-0.103262
1536_1408,-0.018819,-0.102094
1536_1472,-0.019106,-0.103673
1536_1536,-0.018763,-0.101669
1536_1600,-0.019151,-0.102906
1536_1664,-0.018861,-0.101277
1536_1728,-0.019191,-0.102537
1536_1792,-0.018919,-0.101030
1536_1856,-0.019226,-0.102584
1536_1920,-0.018948,-0.101139
1536_1984,-0.019238,-0.102722
1536_2048,-0.018879,-0.100911
1600_64,-0.000009,0.000011
1600_128,-0.000007,-0.000024
1600_192,-0.000021,-0.000126
1600_256,-0.000037,-0.000097
1600_320,-0.000061,-0.000073
1600_384,-0.000101,0.000348
1600_448,-0.000101,0.000412
1600_512,-0.000130,0.001215
1600_576,-0.000144,0.001034
1600_640,-0.000142,0.001023
1600_704,-0.000267,0.000013
1600_768,-0.000270,0.000057
1600_832,-0.000481,0.000448
1600_896,-0.001828,-0.006429
1600_960,-0.003801,-0.017845
1600_1024,-0.009707,-0.054413
1600_1088,-0.015455,-0.088655
1600_1152,-0.017361,-0.098184
1600_1216,-0.018718,-0.103327
1600_1280,-0.018883,-0.102469
1600_1344,-0.018907,-0.102520
1600_1408,-0.019034,-0.102942
1600_1472,-0.019033,-0.102979
1600_1536,-0.019053,-0.102803
1600_1600,-0.019077,-0.102221
1600_1664,-0.019077,-0.102154
1600_1728,-0.019117,-0.101849
1600_1792,-0.019136,-0.101893
1600_1856,-0.019154,-0.101888
1600_1920,-0.019166,-0.102013
1600_1984,-0.019165,-0.102040
1600_2048,-0.019173,-0.102033
1664_64,-0.000009,0.000009
1664_128,-0.000006,-0.000031
1664_192,-0.000020,-0.000138
1664_256,-0.000036,-0.000109
1664_320,-0.000060,-0.000084
1664_384,-0.000097,0.000325
1664_448,-0.000100,0.000395
1664_512,-0.000126,0.001178
1664_576,-0.000142,0.001009
1664_640,-0.000137,0.000988
1664_704,-0.000265,-0.000024
1664_768,-0.000261,0.000053
1664_832,-0.000478,0.000430
1664_896,-0.001791,-0.006285
1664_960,-0.003798,-0.017831
1664_1024,-0.009559,-0.053545
1664_1088,-0.015455,-0.088618
1664_1152,-0.017104,-0.096671
1664_1216,-0.018718,-0.103259
1664_1280,-0.018599,-0.100855
1664_1344,-0.018905,-0.102438
1664_1408,-0.018746,-0.101313
1664_1472,-0.019031,-0.102907
1664_1536,-0.018764,-0.101176
1664_1600,-0.019076,-0.102155
1664_1664,-0.018788,-0.100536
1664_1728,-0.019115,-0.101787
1664_1792,-0.018846,-0.100280
1664_1856,-0.019152,-0.101826
1664_1920,-0.018874,-0.100404
1664_1984,-0.019162,-0.101988
1664_2048,-0.018881,-0.100430
1728_64,-0.000009,0.000006
1728_128,-0.000006,-0.000040
1728_192,-0.000019,-0.000145
1728_256,-0.000036,-0.000112
1728_320,-0.000059,-0.000085
1728_384,-0.000097,0.000320
1728_448,-0.000098,0.000380
1728_512,-0.000126,0.001182
1728_576,-0.000140,0.000983
1728_640,-0.000138,0.000960
1728_704,-0.000262,-0.000062
1728_768,-0.000261,-0.000008
1728_832,-0.000465,0.000442
1728_896,-0.001804,-0.006349
1728_960,-0.003772,-0.017690
1728_1024,-0.009677,-0.054198
1728_1088,-0.015422,-0.088379
1728_1152,-0.017324,-0.097836
1728_1216,-0.018673,-0.102905
1728_1280,-0.018830,-0.102004
1728_1344,-0.018850,-0.102056
1728_1408,-0.018976,-0.102492
1728_1472,-0.018975,-0.102541
1728_1536,-0.018995,-0.102377
1728_1600,-0.019019,-0.101793
1728_1664,-0.019019,-0.101730
1728_1728,-0.019057,-0.101437
1728_1792,-0.019076,-0.101475
1728_1856,-0.019094,-0.101467
